"","rowid","plant_id_eia","energy_source_code","fuel_type_code_pudl","fuel_group_code","supplier_name","fuel_received_units","fuel_mmbtu_per_unit","sulfur_content_pct","ash_content_pct","fuel_cost_per_mmbtu"
"1",1,3,"BIT","coal","coal","interocean coal",259412,23.1,0.49,5.4,2.135
"2",2,3,"BIT","coal","coal","interocean coal",52241,22.8,0.48,5.7,2.115
"3",3,3,"NG","gas","natural_gas","bay gas pipeline",2783619,1.039,0,0,8.631
"4",4,7,"BIT","coal","coal","alabama coal",25397,24.61,1.69,14.7,2.776
"5",5,7,"BIT","coal","coal","d & e mining",764,24.446,0.84,15.5,3.381
"6",6,7,"BIT","coal","coal","alabama coal",603,24.577,1.54,14.6,2.199
"7",7,7,"NG","gas","natural_gas","various",2341,1.019,0,0,7.26
"8",8,8,"BIT","coal","coal","twin pines coal company, inc.",8869,23.911,2.16,15.4,2.076
"9",9,8,"BIT","coal","coal","twin pines coal company, inc.",75442,24.735,1.24,11.9,2.549
"10",10,8,"BIT","coal","coal","alabama coal",206741,23.456,1.9,15.4,2.437
"11",11,8,"BIT","coal","coal","alabama coal",18255,23.86,1.68,14.6,2.351
"12",12,8,"BIT","coal","coal","national coal",16022,22.855,1.38,13.9,2.512
"13",13,8,"BIT","coal","coal","alabama coal",16357,24.026,1.59,14.6,2.366
"14",14,8,"DFO","oil","petroleum","name pending",2,5.5,0,0,18.607
"15",15,9,"NG","gas","natural_gas","one energy marketing and trading",23047,1.019,0,0,8.529
"16",16,10,"BIT","coal","coal","alabama coal",6217,22.774,1.84,17,2.492
"17",17,10,"BIT","coal","coal","interocean coal",39597,22.861,0.5,5.7,2.221
"18",18,10,"BIT","coal","coal","interocean coal",33930,23.12,0.49,5.4,2.26
"19",19,10,"BIT","coal","coal","drummond",14384,25.068,0.88,7.9,2.211
"20",20,10,"BIT","coal","coal","interocean coal",9162,23.12,0.49,5.4,2.244
"21",21,10,"BIT","coal","coal","jim walter",9196,23.35,0.77,9.2,2.509
"22",22,10,"NG","gas","natural_gas","various",452000,1.025,0,0,8.438
"23",23,26,"BIT","coal","coal","t c sales",27907,24.062,1.86,15,2.496
"24",24,26,"BIT","coal","coal","alabama coal",34995,23.379,0.9,15.1,3.287
"25",25,26,"BIT","coal","coal","alabama coal",7058,23.278,1.51,15.6,2.864
"26",26,26,"BIT","coal","coal","t c sales",6783,27.042,0.88,6.3,3.41
"27",27,26,"BIT","coal","coal","kentucky cumberland",10379,24.496,0.9,9.1,3.09
"28",28,26,"BIT","coal","coal","p & m coal",202461,24.429,1.86,11.6,1.93
"29",29,26,"BIT","coal","coal","twin pines coal",57893,24.229,0.96,14.5,3.308
"30",30,26,"BIT","coal","coal","perry county",20358,25.723,0.92,7.7,3.057
"31",31,47,"BIT","coal","coal","co-op mining",33370,23.601,0.6,12.3,4.56
"32",32,47,"BIT","coal","coal","bowie",11358,24,0.6,8,1.906
"33",33,47,"BIT","coal","coal","bowie",12554,24.13,0.5,10.8,1.787
"34",34,47,"BIT","coal","coal","arch",34559,23.923,0.48,9.4,2.45
"35",35,47,"BIT","coal","coal","oxbow mining",12112,24.2,0.7,11,1.83
"36",36,47,"BIT","coal","coal","bowie",18764,24.2,0.5,10.7,1.825
"37",37,47,"BIT","coal","coal","oxbow mining",2129,24.24,0.4,8.4,1.935
"38",38,47,"BIT","coal","coal","arch",35583,25.3,0.5,9.2,1.585
"39",39,47,"BIT","coal","coal","arch",52784,23.9,0.5,9.6,2.039
"40",40,47,"NG","gas","natural_gas","andarko",1043,1.02,0,0,9.079
"41",41,47,"NG","gas","natural_gas","chevron",3048,1.02,0,0,8.72
"42",42,47,"SUB","coal","coal","peabody coal",630,17.619,0.2,4.4,2.065
"43",43,47,"SUB","coal","coal","arch",11629,17.7,0.3,5.1,1.665
"44",44,47,"SUB","coal","coal","thunder basin",137,17.6,0.3,5.5,1.481
"45",45,47,"SUB","coal","coal","rio tinto",15140,17.66,0.3,5.5,1.883
"46",46,47,"SUB","coal","coal","arch",3778,17.7,0.3,5.2,1.846
"47",47,50,"BIT","coal","coal","arch",48511,24.13,0.5,9.6,2.893
"48",48,50,"BIT","coal","coal","american coal",42687,23.6,2.6,8.5,2.065
"49",49,50,"BIT","coal","coal","peabody coal",86684,22.6,0.5,10,2.46
"50",50,50,"BIT","coal","coal","bowie",24265,24,0.6,8,2.117
"51",51,50,"BIT","coal","coal","alliance coal",85237,23.79,3.3,9.9,1.607
"52",52,50,"BIT","coal","coal","mountain coal",11690,24.71,0.5,11.1,2.703
"53",53,50,"BIT","coal","coal","gtm mining",25791,25.63,0.7,14.2,2.205
"54",54,50,"BIT","coal","coal","bowie",11932,24,0.6,8,2.507
"55",55,50,"BIT","coal","coal","alliance coal",31279,22.48,3.5,13.1,1.725
"56",56,50,"DFO","oil","petroleum","marathon petroleum",668,5.67,0.05,0,18.132
"57",57,50,"DFO","oil","petroleum","murphy oil usa",513,5.67,0.05,0,18.27
"58",58,50,"DFO","oil","petroleum","placid refining",168,5.67,0.5,0,18.382
"59",59,50,"DFO","oil","petroleum","marathon petroleum",1688,5.67,0.5,0,18.315
"60",60,50,"DFO","oil","petroleum","marathon petroleum",1175,5.67,0.5,0,18.04
"61",61,51,"LIG","coal","coal","dolet hills lignite company",298634,13.674,0.68,12.8,1.846
"62",62,51,"LIG","coal","coal","red river",54133,14.208,0.63,11.3,1.777
"63",63,51,"NG","gas","natural_gas","crosstex",1576,1.042,0,0,8.066
"64",64,54,"NG","gas","natural_gas","constellation new energy",375409,1.03,0,0,9.33
"65",65,56,"BIT","coal","coal","american coal",31677,23.314,1.42,6.5,2.21
"66",66,56,"BIT","coal","coal","twin pines coal",12241,24.328,1.49,13,2.861
"67",67,56,"BIT","coal","coal","alliance coal",2942,22.784,0.86,5.4,2.515
"68",68,56,"BIT","coal","coal","pittsburgh & midway",39655,24.192,1.85,11.7,2.26
"69",69,59,"SUB","coal","coal","arch",29107,16.63,0.34,5.8,1.386
"70",70,60,"SUB","coal","coal","western fuels",1702,16.142,0.34,4.7,1.488
"71",71,60,"SUB","coal","coal","foundation coal",24990,16.702,0.32,4.6,1.334
"72",72,64,"DFO","oil","petroleum","name pending",9196,5.544,0.3,0,22.09
"73",73,75,"NG","gas","natural_gas","distr enstar natural gas",76819,1.02,0,0,2.535
"74",74,87,"NG","gas","natural_gas","gas company of new mexico",6669,1.037,0,0,8.659
"75",75,87,"SUB","coal","coal","peabody",101458,18.342,0.83,18.1,1.434
"76",76,96,"NG","gas","natural_gas","chevron",448323,1,0,0,5.05
"77",77,96,"NG","gas","natural_gas","marathon oil company",1107488,1,0,0,4.59
"78",78,96,"NG","gas","natural_gas","aml&p",448323,1,0,0,4.04
"79",79,96,"NG","gas","natural_gas","conoco phillips",448324,1,0,0,4.04
"80",80,99,"DFO","oil","petroleum","don small & sons oil distribution co",958,5.82,0,0,21.886
"81",81,99,"NG","gas","natural_gas","conoco",229,1.03,0,0,9.494
"82",82,99,"NG","gas","natural_gas","encana",467,1.03,0,0,7.543
"83",83,99,"NG","gas","natural_gas","enserco",220,1.03,0,0,9.223
"84",84,99,"NG","gas","natural_gas","puget sound energy - northwest pipeline",1795,1.03,0,0,9.026
"85",85,99,"NG","gas","natural_gas","sempra",597,1.03,0,0,6.077
"86",86,99,"NG","gas","natural_gas","sequent",1584,1.03,0,0,9.985
"87",87,99,"NG","gas","natural_gas","shell canada - sumas - northwest pipeline",140,1.03,0,0,6.724
"88",88,99,"NG","gas","natural_gas","td commodities",2198,1.03,0,0,6.923
"89",89,99,"NG","gas","natural_gas","tenaska marketing",2039,1.03,0,0,8.442
"90",90,99,"NG","gas","natural_gas","avista",680,1.03,0,0,9.76
"91",91,99,"NG","gas","natural_gas","canadian natural resources",1339,1.03,0,0,6.454
"92",92,99,"NG","gas","natural_gas","bp canada energy company",53,1.03,0,0,10.915
"93",93,99,"NG","gas","natural_gas","nexen",2164,1.03,0,0,6.876
"94",94,99,"NG","gas","natural_gas","cabot",3021,1.03,0,0,9.568
"95",95,108,"NG","gas","natural_gas","aquila",8253,1.053,0,0,7.106
"96",96,108,"SUB","coal","coal","peabody coal",13128,17.018,0.33,5.8,1.226
"97",97,108,"SUB","coal","coal","peabody coal",13359,16.974,0.39,5.1,1.209
"98",98,108,"SUB","coal","coal","arch",56276,17.648,0.28,5.3,1.299
"99",99,108,"SUB","coal","coal","peabody coal",70143,16.91,0.32,5.4,1.236
"100",100,113,"NG","gas","natural_gas","arizona public service",77,0.857,0,0,7.29
"101",101,113,"SUB","coal","coal","chevron mckinley mine",260669,19,0.48,16.5,1.69
"102",102,113,"SUB","coal","coal","peabody coal sales",55654,18.4,1.07,19.1,1.78
"103",103,113,"SUB","coal","coal","rio tinto",27555,19.1,0.4,4.3,2.3
"104",104,116,"NG","gas","natural_gas","various",46058,1.021,0,0,7.794
"105",105,117,"NG","gas","natural_gas","various",1574927,1.022,0,0,7.808
"106",106,118,"NG","gas","natural_gas","various",25887,1.02,0,0,7.667
"107",107,120,"NG","gas","natural_gas","various",102299,1.024,0,0,7.667
"108",108,124,"NG","gas","natural_gas","southwest gas",11791,1.022,0,0,10.068
"109",109,126,"NG","gas","natural_gas","el paso natural gas",193458,1.03,0,0,4.56
"110",110,126,"NG","gas","natural_gas","southwest gas",18179,1.03,0,0,6.75
"111",111,127,"SUB","coal","coal","peabody",72726,16.66,0.36,5.2,2.103
"112",112,127,"SUB","coal","coal","eagle butte",199556,16.674,0.32,4.8,2.157
"113",113,130,"BIT","coal","coal","converse & co",22799,26.2,1.95,7.3,2.139
"114",114,130,"BIT","coal","coal","trinity coal",11500,23.81,1.67,12.9,2.304
"115",115,130,"BIT","coal","coal","international coal group llc",25389,25.13,1.25,12.6,2.14
"116",116,130,"BIT","coal","coal","consol pa. coal co.",87047,26,1.68,7.3,2.095
"117",117,130,"BIT","coal","coal","rag emerald resources",12310,26.41,2.55,8.4,1.731
"118",118,130,"BIT","coal","coal","james river",55605,25,1.23,10.7,2.28
"119",119,130,"BIT","coal","coal","constellation energy commodities group",10462,24.11,1.04,13,2.488
"120",120,130,"BIT","coal","coal","arch",21769,24.7,0.79,10.5,2.3
"121",121,130,"BIT","coal","coal","trinity coal",101893,24.1,1.51,11.7,2.174
"122",122,136,"BIT","coal","coal","alliance coal",22801,24.522,2.94,8,2.263
"123",123,136,"BIT","coal","coal","alliance coal",79794,24.522,2.94,8,2.263
"124",124,136,"BIT","coal","coal","alliance coal",136473,24.538,2.97,8.4,2.157
"125",125,136,"BIT","coal","coal","alliance coal",56274,23.376,2.88,7.1,2.201
"126",126,136,"BIT","coal","coal","alliance coal",34199,24.434,2.98,8.5,2.201
"127",127,136,"DFO","oil","petroleum","colonial oil",2353,5.81,0.03,0,19.301
"128",128,141,"NG","gas","natural_gas","el paso gas company",64160,1.022,0,0,19.531
"129",129,147,"NG","gas","natural_gas","el paso natural gas",585818,1.022,0,0,8.889
"130",130,151,"DFO","oil","petroleum","name pending",2189,5.8,0,0,20.3
"131",131,151,"NG","gas","natural_gas","bp energy",872,1.022,0,0,10.72
"132",132,151,"NG","gas","natural_gas","name pending",872,1.022,0,0,8.31
"133",133,151,"NG","gas","natural_gas","sempra energy trading",22294,1.022,0,0,8.25
"134",134,151,"NG","gas","natural_gas","bp energy",1744,1.022,0,0,8.88
"135",135,151,"NG","gas","natural_gas","name pending",872,1.022,0,0,8.78
"136",136,151,"NG","gas","natural_gas","bp energy",872,1.022,0,0,8.56
"137",137,151,"NG","gas","natural_gas","bp energy",1308,1.022,0,0,8.23
"138",138,151,"NG","gas","natural_gas","coral energy",872,1.022,0,0,9.85
"139",139,160,"BIT","coal","coal","peabody coal sales",40768,22.616,0.48,10.3,1.969
"140",140,160,"NG","gas","natural_gas","various",28527,1.025,0,0,6.771
"141",141,160,"SUB","coal","coal","rio tinto",28054,17.658,0.81,6.3,1.552
"142",142,160,"SUB","coal","coal","rio tinto",13105,20.764,0.4,5,1.661
"143",143,160,"SUB","coal","coal","rio tinto",65612,20.178,0.32,6.1,1.703
"144",144,165,"NG","gas","natural_gas","clearwater enterprises",282,1.011,0,0,5.93
"145",145,165,"NG","gas","natural_gas","clearwater enterprises",1301,1.011,0,0,5.93
"146",146,165,"SUB","coal","coal","peabody coal",201905,16.85,0.35,5.3,1.33
"147",147,165,"SUB","coal","coal","peabody coal",328,16.85,0.35,5.3,1.12
"148",148,165,"SUB","coal","coal","peabody coal",265326,16.85,0.35,5.3,1.35
"149",149,167,"DFO","oil","petroleum","system fuels ,inc.",26,5.901,0.5,0,14.138
"150",150,171,"NG","gas","natural_gas","centerpoint energy gas transmission",4533,1.05,0,0,10.71
"151",151,203,"NG","gas","natural_gas","aggregate",302205,1.017,0,0,8.6
"152",152,207,"BIT","coal","coal","coal marketing co",242790,22.1,0.59,11,2.296
"153",153,207,"BIT","coal","coal","james river",9930,26.22,1.75,6.5,2.276
"154",154,207,"DFO","oil","petroleum","colonial oil",2170,5.8,0.35,0,18.913
"155",156,246,"NG","gas","natural_gas","pg&e",641364,1.021,0,0,7.857
"156",157,246,"RFO","oil","petroleum","golden gate petroleum",3279,6.39,0.57,0,20.38
"157",186,377,"NG","gas","natural_gas","southern california gas",97016,1.035,0,0,7.97
"158",190,389,"NG","gas","natural_gas","southern california gas",169557,1.023,0,0,9.04
"159",191,399,"NG","gas","natural_gas","southern california gas",60194,1.032,0,0,7.417
"160",192,400,"NG","gas","natural_gas","southern california gas",3279275,1.03,0,0,7.417
"161",193,404,"NG","gas","natural_gas","southern california gas",520481,1.032,0,0,7.417
"162",194,408,"NG","gas","natural_gas","southern california gas",1184389,1.032,0,0,7.417
"163",195,420,"NG","gas","natural_gas","southern california gas",102504,1,0,0,8.029
"164",196,422,"NG","gas","natural_gas","southern california gas",33816,1.026,0,0,8.164
"165",197,465,"NG","gas","natural_gas","various",2422,0.992,0,0,7.729
"166",198,465,"SUB","coal","coal","arch",27246,17.749,0.3,5.1,1.225
"167",199,465,"SUB","coal","coal","arch",21950,17.735,0.29,5.3,1.4
"168",200,468,"BIT","coal","coal","central appalachia mining",22852,21.678,0.5,14.3,1.503
"169",201,468,"NG","gas","natural_gas","various",17269,1.031,0,0,7.233
"170",202,469,"BIT","coal","coal","peabody coal",124940,22.468,0.51,10.5,1.25
"171",203,469,"BIT","coal","coal","oxbow mining",1990,24.49,0.42,8.1,1.676
"172",204,469,"BIT","coal","coal","bowie resources",1540,23.81,0.51,11.6,2.007
"173",205,469,"BIT","coal","coal","arch",12200,23.826,0.53,10,1.731
"174",206,469,"NG","gas","natural_gas","various",149785,0.989,0,0,6.8
"175",207,470,"NG","gas","natural_gas","various",23298,0.989,0,0,6.8
"176",208,470,"SUB","coal","coal","foundation coal",238690,17.122,0.25,4.3,0.961
"177",209,470,"SUB","coal","coal","foundation coal",550,16.756,0.33,4.8,0.982
"178",210,477,"BIT","coal","coal","peabody coal",63200,22.59,0.52,10.4,1.232
"179",211,477,"BIT","coal","coal","peabody coal",12180,24.06,0.5,9.6,1.703
"180",212,477,"NG","gas","natural_gas","various",6355,0.989,0,0,6.9
"181",213,492,"BIT","coal","coal","peabody coal",40218,22.4,0.53,10.5,1.221
"182",214,492,"NG","gas","natural_gas","colorado springs utilities energy supply dept",1804,0.983,0,0,15.337
"183",215,492,"SUB","coal","coal","rio tinto",26545,20.118,0.36,6.8,2.008
"184",216,492,"SUB","coal","coal","peabody coal",14009,17.496,0.16,4.7,1.31
"185",217,493,"NG","gas","natural_gas","colorado springs utilities energy supply dept",2289,0.999,0,0,6.39
"186",218,493,"NG","gas","natural_gas","colorado springs utilities energy supply dept",1668,0.999,0,0,6.412
"187",219,525,"BIT","coal","coal","peabody coal",115560,22.512,0.5,10.2,1.431
"188",220,525,"NG","gas","natural_gas","various",336,1.084,0,0,7.2
"189",221,527,"BIT","coal","coal","new horizon mine",33674,21.23,0.75,20.8,1.379
"190",222,527,"WO","oil","petroleum","westland propane",703,3.85,0,0,21.28
"191",223,533,"NG","gas","natural_gas","chevron texaco",222709,1.027,0,0,7.704
"192",224,533,"NG","gas","natural_gas","conocophillips",226061,1.027,0,0,7.686
"193",225,533,"NG","gas","natural_gas","coral eenrgy",222709,1.027,0,0,7.674
"194",226,533,"NG","gas","natural_gas","prior energy",39520,1.027,0,0,8.776
"195",227,535,"NG","gas","natural_gas","b p energy",59,1,0,0,6.468
"196",228,535,"NG","gas","natural_gas","constellation",15,1,0,0,9.714
"197",229,535,"NG","gas","natural_gas","chevron",19,1,0,0,8.318
"198",230,535,"NG","gas","natural_gas","conocophillips",119,1,0,0,6.473
"199",231,535,"NG","gas","natural_gas","coral",5,1,0,0,8.06
"200",232,535,"NG","gas","natural_gas","enserco",13,1,0,0,8.057
"201",233,535,"NG","gas","natural_gas","iberdrola renewables",2,1,0,0,4.11
"202",234,535,"NG","gas","natural_gas","louis dreyfus energy",3,1,0,0,8.489
"203",235,535,"NG","gas","natural_gas","merrill lynch",16,1,0,0,8.253
"204",236,535,"NG","gas","natural_gas","munigas - bp energy",227,1,0,0,8.428
"205",237,535,"NG","gas","natural_gas","b p energy",19,1,0,0,8.096
"206",238,535,"NG","gas","natural_gas","cargill",7,1,0,0,6.455
"207",239,535,"NG","gas","natural_gas","constellation",8,1,0,0,7.949
"208",240,535,"NG","gas","natural_gas","chevron",8,1,0,0,8.292
"209",241,535,"NG","gas","natural_gas","jp morgan",4,1,0,0,4.254
"210",242,535,"NG","gas","natural_gas","louis dreyfus energy",8,1,0,0,5.436
"211",243,535,"NG","gas","natural_gas","macquarie cook",104,1,0,0,8.065
"212",244,535,"NG","gas","natural_gas","conocophillips",17,1,0,0,8.409
"213",245,535,"NG","gas","natural_gas","coral",52,1,0,0,7.075
"214",246,535,"NG","gas","natural_gas","cargill",230,1,0,0,7.821
"215",247,535,"NG","gas","natural_gas","enserco",71,1,0,0,7.342
"216",248,535,"NG","gas","natural_gas","fb energy canada",52,1,0,0,7.084
"217",249,535,"NG","gas","natural_gas","ncg1",408,1,0,0,7.052
"218",250,535,"NG","gas","natural_gas","powerex",95,1,0,0,8.836
"219",251,535,"NG","gas","natural_gas","royal bank of canada",44,1,0,0,5.832
"220",252,535,"NG","gas","natural_gas","shell canada - sumas - northwest pipeline",20,1,0,0,8.711
"221",253,535,"NG","gas","natural_gas","j aaron @ pg&e citygate",1,1,0,0,23.217
"222",254,535,"NG","gas","natural_gas","munigas - tenaska",241,1,0,0,7.271
"223",255,535,"NG","gas","natural_gas","occidental energy marketing",11,1,0,0,6.877
"224",256,535,"NG","gas","natural_gas","rosa unit @ milagro",604,1,0,0,3.923
"225",257,535,"NG","gas","natural_gas","sequent",6,1,0,0,10.273
"226",258,535,"NG","gas","natural_gas","macquarie cook",12,1,0,0,8.556
"227",259,535,"NG","gas","natural_gas","citigroup",3,1,0,0,9.234
"228",260,535,"NG","gas","natural_gas","conocophillips",19,1,0,0,6.837
"229",261,535,"NG","gas","natural_gas","coral",2,1,0,0,8.118
"230",262,535,"NG","gas","natural_gas","enserco",10,1,0,0,7.8
"231",263,535,"NG","gas","natural_gas","fortis energy",2,1,0,0,6.601
"232",264,535,"NG","gas","natural_gas","iberdrola renewables",8,1,0,0,8.599
"233",265,535,"NG","gas","natural_gas","jp morgan",3,1,0,0,9.75
"234",266,535,"NG","gas","natural_gas","louis dreyfus energy",3,1,0,0,3.952
"235",267,535,"NG","gas","natural_gas","merrill lynch",6,1,0,0,5.445
"236",268,535,"NG","gas","natural_gas","munigas - bp energy",56,1,0,0,9.889
"237",269,535,"NG","gas","natural_gas","munigas - tenaska",8,1,0,0,8.076
"238",270,535,"NG","gas","natural_gas","occidental energy marketing",7,1,0,0,9.218
"239",271,535,"NG","gas","natural_gas","pacific summit",3,1,0,0,3.867
"240",272,535,"NG","gas","natural_gas","p g & e",20,1,0,0,8.285
"241",273,535,"NG","gas","natural_gas","powerex",8,1,0,0,9.808
"242",274,535,"NG","gas","natural_gas","sequent",4,1,0,0,9.007
"243",275,535,"NG","gas","natural_gas","suncor energy",7,1,0,0,9.703
"244",276,535,"NG","gas","natural_gas","sempra",45,1,0,0,6.886
"245",277,535,"NG","gas","natural_gas","wild goose storage",11,1,0,0,6.534
"246",278,535,"NG","gas","natural_gas","b p energy",13,1,0,0,5.128
"247",279,535,"NG","gas","natural_gas","constellation",76,1,0,0,6.414
"248",280,535,"NG","gas","natural_gas","citigroup",18,1,0,0,3.447
"249",281,535,"NG","gas","natural_gas","b p canada",255,1,0,0,6.245
"250",282,535,"NG","gas","natural_gas","coral",179,1,0,0,5.19
"251",283,535,"NG","gas","natural_gas","conocophillips",25,1,0,0,5.102
"252",284,535,"NG","gas","natural_gas","coral",25,1,0,0,5.211
"253",285,535,"NG","gas","natural_gas","fortis energy",25,1,0,0,5.337
"254",286,535,"NG","gas","natural_gas","merrill lynch",9,1,0,0,3.244
"255",287,535,"NG","gas","natural_gas","munigas - bp energy",145,1,0,0,7.299
